0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
1084, 12.5, 142.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1085, 12.5, 147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1086, 12.5, 152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1087, 12.5, 157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1088, 12.5, 162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1089, 12.5, 167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1090, 12.5, 172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1091, 12.5, 177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1092, 17.5, -177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Equatorial Counter Current
1093, 17.5, -172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1094, 17.5, -167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1095, 17.5, -162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1096, 17.5, -157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1097, 17.5, -152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1098, 17.5, -147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1099, 17.5, -142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1100, 17.5, -137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1101, 17.5, -132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1102, 17.5, -127.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1103, 17.5, -122.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1104, 17.5, -117.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1105, 17.5, -112.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1106, 17.5, -107.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1107, 17.5, -102.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1108, 17.5, -87.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1109, 17.5, -82.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1110, 17.5, -77.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1111, 17.5, -72.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1112, 17.5, -67.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1113, 17.5, -62.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1114, 17.5, -57.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1115, 17.5, -52.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current & Antilles WarmCurrent
1116, 17.5, -47.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1117, 17.5, -42.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1118, 17.5, -37.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1119, 17.5, -32.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1120, 17.5, -27.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1121, 17.5, -22.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1122, 17.5, -17.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Guinea Warm Current
1123, 17.5, 57.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1124, 17.5, 62.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1125, 17.5, 67.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1126, 17.5, 72.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1127, 17.5, 87.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1128, 17.5, 92.5, Bay of Bengal, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1129, 17.5, 107.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1130, 17.5, 112.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1131, 17.5, 117.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator, Indian Monsoon Current
1132, 17.5, 122.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1133, 17.5, 127.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current) & North Equatorial Current
1134, 17.5, 132.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1135, 17.5, 137.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1136, 17.5, 142.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1137, 17.5, 147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1138, 17.5, 152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1139, 17.5, 157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1140, 17.5, 162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1141, 17.5, 167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1142, 17.5, 172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1143, 17.5, 177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1144, 22.5, -177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1145, 22.5, -172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1146, 22.5, -167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1147, 22.5, -162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1148, 22.5, -157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1149, 22.5, -152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1150, 22.5, -147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1151, 22.5, -142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1152, 22.5, -137.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1153, 22.5, -132.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1154, 22.5, -127.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1155, 22.5, -122.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1156, 22.5, -117.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1157, 22.5, -112.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1158, 22.5, -107.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, California Cool Current
1159, 22.5, -97.5, Gulf of Mexico, Tropical: between the Tropic of Cancer and the Equator, Gulf Stream
1160, 22.5, -92.5, Gulf of Mexico, Tropical: between the Tropic of Cancer and the Equator, Gulf Stream
1161, 22.5, -87.5, Gulf of Mexico, Tropical: between the Tropic of Cancer and the Equator, Gulf Stream
1162, 22.5, -82.5, Caribbean Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1163, 22.5, -77.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1164, 22.5, -72.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current
1165, 22.5, -67.5, Sargasso Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current & North Atlantic Warm Current
1166, 22.5, -62.5, Sargasso Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current & North Atlantic Warm Current
1167, 22.5, -57.5, Sargasso Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current & North Atlantic Warm Current
1168, 22.5, -52.5, Sargasso Sea, Tropical: between the Tropic of Cancer and the Equator, Caribbean Warm Current & North Atlantic Warm Current
1169, 22.5, -47.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Brazilian Warm Current
1170, 22.5, -42.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Brazilian Warm Current
1171, 22.5, -37.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1172, 22.5, -32.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1173, 22.5, -27.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1174, 22.5, -22.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1175, 22.5, -17.5, Atlantic Ocean, Tropical: between the Tropic of Cancer and the Equator, Canary Cool Current
1176, 22.5, 37.5, Red Sea, Tropical: between the Tropic of Cancer and the Equator
1177, 22.5, 62.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current
1178, 22.5, 67.5, Arabian Sea, Tropical: between the Tropic of Cancer and the Equator, Somali Current & Indian Monsoon Current
1179, 22.5, 117.5, South China Sea, Tropical: between the Tropic of Cancer and the Equator
1180, 22.5, 122.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1181, 22.5, 127.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1182, 22.5, 132.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1183, 22.5, 137.5, Philippine Sea, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1184, 22.5, 142.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, Kuroshio (Japan Warm Current)
1185, 22.5, 147.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1186, 22.5, 152.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1187, 22.5, 157.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1188, 22.5, 162.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1189, 22.5, 167.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1190, 22.5, 172.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1191, 22.5, 177.5, Pacific Ocean, Tropical: between the Tropic of Cancer and the Equator, North Equatorial Current
1192, 27.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1193, 27.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1194, 27.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1195, 27.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1196, 27.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1197, 27.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1198, 27.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1199, 27.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1200, 27.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, North Pacific Warm Current
1201, 27.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1202, 27.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1203, 27.5, -122.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1204, 27.5, -117.5, Pacific Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, California Cool Current
1205, 27.5, -92.5, Gulf of Mexico, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1206, 27.5, -87.5, Gulf of Mexico, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1207, 27.5, -77.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1208, 27.5, -72.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1209, 27.5, -67.5, Sargasso Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1210, 27.5, -62.5, Sargasso Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1211, 27.5, -57.5, Sargasso Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
1212, 27.5, -52.5, Sargasso Sea, Temperate Zone: Between the Tropic of Cancer and the Arctic Circle, Gulf Stream
